Name,Nationality,Overall,Wage €'s,Wage $'s, Annualized Salary Wage €'s ,Annualized Salary Wage S's,Age,Potential
A. Milik,Poland,81,71, 82 ," 3,692,000 ","4,243,678",24,88
M. Sabitzer,Austria,81,54, 62 ," 2,808,000 ","3,227,586",24,84
B. Mendy,France,81,105, 121 ," 5,460,000 ","6,275,862",23,86
C. Kramer,Germany,81,35, 40 ," 1,820,000 ","2,091,954",27,82
S. Vrsaljko,Croatia,81,57, 66 ," 2,964,000 ","3,406,897",26,84
T. Hazard,Belgium,81,40, 46 ," 2,080,000 ","2,390,805",25,83
K. Bellarabi,Germany,81,76, 87 ," 3,952,000 ","4,542,529",28,81
S. Zaza,Italy,81,48, 55 ," 2,496,000 ","2,868,966",27,82
F. Ghoulam,Algeria,81,68, 78 ," 3,536,000 ","4,064,368",27,82
B. Lecomte,France,81,27, 31 ," 1,404,000 ","1,613,793",27,84
J. Iličić,Slovenia,81,41, 47 ," 2,132,000 ","2,450,575",30,81
K. Volland,Germany,81,76, 87 ," 3,952,000 ","4,542,529",25,83
Paco Alcácer,Spain,81,59, 68 ," 3,068,000 ","3,526,437",24,85
Vitolo,Spain,81,65, 75 ," 3,380,000 ","3,885,057",28,81
G. Xhaka,Switzerland,81,115, 132 ," 5,980,000 ","6,873,563",25,84
D. Tadić,Serbia,81,26, 30 ," 1,352,000 ","1,554,023",29,81
C. Aránguiz,Chile,81,76, 87 ," 3,952,000 ","4,542,529",29,81
S. Verdi,Italy,81,77, 89 ," 4,004,000 ","4,602,299",25,81
D. Lovren,Croatia,81,115, 132 ," 5,980,000 ","6,873,563",28,82
G. Medel,Chile,81,56, 64 ," 2,912,000 ","3,347,126",30,81
X. Shaqiri,Switzerland,81,130, 149 ," 6,760,000 ","7,770,115",26,81
J. Corona,Mexico,81,18, 21 ," 936,000 ","1,075,862",25,83
A. Areola,France,81,61, 70 ," 3,172,000 ","3,645,977",25,85
K. Vogt,Germany,81,42, 48 ," 2,184,000 ","2,510,345",26,82
Ander Herrera,Spain,81,140, 161 ," 7,280,000 ","8,367,816",28,81
E. Salvio,Argentina,81,19, 22 ," 988,000 ","1,135,632",27,81
S. El Shaarawy,Italy,81,77, 89 ," 4,004,000 ","4,602,299",25,82
C. Smalling,England,81,130, 149 ," 6,760,000 ","7,770,115",28,82
Hulk,Brazil,81,25, 29 ," 1,300,000 ","1,494,253",31,81
S. Kagawa,Japan,81,65, 75 ," 3,380,000 ","3,885,057",29,81
M. Lanzini,Argentina,81,90, 103 ," 4,680,000 ","5,379,310",25,85
F. Smolov,Russia,81,1, 1 ," 52,000 ","59,770",28,81
L. Stindl,Germany,81,43, 49 ," 2,236,000 ","2,570,115",29,81
O. Toprak,Turkey,81,59, 68 ," 3,068,000 ","3,526,437",28,82
D. Perotti,Argentina,81,84, 97 ," 4,368,000 ","5,020,690",29,81
F. Muslera,Uruguay,81,52, 60 ," 2,704,000 ","3,108,046",32,81
B. Höwedes,Germany,81,1, 1 ," 52,000 ","59,770",30,81
S. Kjær,Denmark,81,23, 26 ," 1,196,000 ","1,374,713",29,81
S. Bender,Germany,81,69, 79 ," 3,588,000 ","4,124,138",29,81
M. Valbuena,France,81,86, 99 ," 4,472,000 ","5,140,230",33,81
Pedro León,Spain,81,32, 37 ," 1,664,000 ","1,912,644",31,81
K. Boateng,Ghana,81,65, 75 ," 3,380,000 ","3,885,057",31,81
L. Piszczek,Poland,81,57, 66 ," 2,964,000 ","3,406,897",33,81
A. Candreva,Italy,81,74, 85 ," 3,848,000 ","4,422,989",31,81
D. Wass,Denmark,81,46, 53 ," 2,392,000 ","2,749,425",29,81
E. Lamela,Argentina,81,105, 121 ," 5,460,000 ","6,275,862",26,82
D. Rose,England,81,92, 106 ," 4,784,000 ","5,498,851",27,81
C. Vela,Mexico,81,15, 17 ," 780,000 ","896,552",29,81
Renato Augusto,Brazil,81,28, 32 ," 1,456,000 ","1,673,563",30,81
A. Valencia,Ecuador,81,120, 138 ," 6,240,000 ","7,172,414",32,81
L. Fabiański,Poland,81,70, 80 ," 3,640,000 ","4,183,908",33,81
João Moutinho,Portugal,81,85, 98 ," 4,420,000 ","5,080,460",31,81
Borja Valero,Spain,81,74, 85 ," 3,848,000 ","4,422,989",33,81
F. Quagliarella,Italy,81,39, 45 ," 2,028,000 ","2,331,034",35,81
B. Gomis,France,81,56, 64 ," 2,912,000 ","3,347,126",32,81
Manuel Fernandes,Portugal,81,1, 1 ," 52,000 ","59,770",32,81
H. Herrera,Mexico,81,20, 23 ," 1,040,000 ","1,195,402",28,81
Raffael,Brazil,81,41, 47 ," 2,132,000 ","2,450,575",33,81
Nani,Portugal,81,19, 22 ," 988,000 ","1,135,632",31,81
J. Milner,England,81,120, 138 ," 6,240,000 ","7,172,414",32,81
J. Mathieu,France,81,18, 21 ," 936,000 ","1,075,862",34,81
Joaquín,Spain,81,24, 28 ," 1,248,000 ","1,434,483",36,81
M. Gómez,Uruguay,80,25, 29 ," 1,300,000 ","1,494,253",21,85
K. Havertz,Germany,80,32, 37 ," 1,664,000 ","1,912,644",19,89
T. Ndombele,France,80,51, 59 ," 2,652,000 ","3,048,276",21,89
H. Aouar,France,80,51, 59 ," 2,652,000 ","3,048,276",20,90
Carlos Soler,Spain,80,31, 36 ," 1,612,000 ","1,852,874",21,87
Odriozola,Spain,80,115, 132 ," 5,980,000 ","6,873,563",22,88
M. Almirón,Paraguay,80,11, 13 ," 572,000 ","657,471",24,84
Welington Dano,Brazil,80,34, 39 ," 1,768,000 ","2,032,184",30,80
Everton Andrão,Brazil,80,34, 39 ," 1,768,000 ","2,032,184",34,80
Oyarzabal,Spain,80,29, 33 ," 1,508,000 ","1,733,333",21,87
F. Balbuena,Paraguay,80,80, 92 ," 4,160,000 ","4,781,609",26,83
M. Marega,Mali,80,19, 22 ," 988,000 ","1,135,632",27,80
B. Pavard,France,80,33, 38 ," 1,716,000 ","1,972,414",22,86
W. Ndidi,Nigeria,80,50, 57 ," 2,600,000 ","2,988,506",21,85
A. Onana,Cameroon,80,14, 16 ," 728,000 ","836,782",22,85
G. Lo Celso,Argentina,80,72, 83 ," 3,744,000 ","4,303,448",22,86
M. Acuña,Argentina,80,16, 18 ," 832,000 ","956,322",26,80
Rúben Neves,Portugal,80,59, 68 ," 3,068,000 ","3,526,437",21,87
Mariano,Dominican Republic,80,140, 161 ," 7,280,000 ","8,367,816",24,85
Raúl,Brazil,80,19, 22 ," 988,000 ","1,135,632",28,80
M. Caldara,Italy,80,73, 84 ," 3,796,000 ","4,363,218",24,86
M. Vecino,Uruguay,80,63, 72 ," 3,276,000 ","3,765,517",26,81
T. Bakayoko,France,80,85, 98 ," 4,420,000 ","5,080,460",23,85
M. Dahoud,Germany,80,50, 57 ," 2,600,000 ","2,988,506",22,86
Rafa,Portugal,80,17, 20 ," 884,000 ","1,016,092",25,83
K. Baldé,Senegal,80,65, 75 ," 3,380,000 ","3,885,057",23,85
G. Rulli,Argentina,80,26, 30 ," 1,352,000 ","1,554,023",26,85
F. Armani,Argentina,80,22, 25 ," 1,144,000 ","1,314,943",31,80
Rony Lopes,Portugal,80,65, 75 ," 3,380,000 ","3,885,057",22,85
Santi Mina,Spain,80,40, 46 ," 2,080,000 ","2,390,805",22,85
K. Demirbay,Germany,80,37, 43 ," 1,924,000 ","2,211,494",24,84
Gayà,Spain,80,33, 38 ," 1,716,000 ","1,972,414",23,85
André Gomes,Portugal,80,130, 149 ," 6,760,000 ","7,770,115",24,85
N. Tagliafico,Argentina,80,20, 23 ," 1,040,000 ","1,195,402",25,82
M. Sanson,France,80,47, 54 ," 2,444,000 ","2,809,195",23,85
Pacheco,Spain,80,23, 26 ," 1,196,000 ","1,374,713",26,83
E. Can,Germany,80,91, 105 ," 4,732,000 ","5,439,080",24,85
H. Çalhanoğlu,Turkey,80,89, 102 ," 4,628,000 ","5,319,540",24,84
M. Ginter,Germany,80,28, 32 ," 1,456,000 ","1,673,563",24,82
M. Keane,England,80,88, 101 ," 4,576,000 ","5,259,770",25,83
L. Paredes,Argentina,80,€ 0, -   , -   ,0,24,85
T. Stepanenko,Ukraine,80,1, 1 ," 52,000 ","59,770",28,80
L. Shaw,England,80,96, 110 ," 4,992,000 ","5,737,931",22,85
Z. Feddal,Morocco,80,29, 33 ," 1,508,000 ","1,733,333",28,80
S. Haller,France,80,41, 47 ," 2,132,000 ","2,450,575",24,83
Bernard,Brazil,80,97, 111 ," 5,044,000 ","5,797,701",25,81
T. Inui,Japan,80,30, 34 ," 1,560,000 ","1,793,103",30,80
Portu,Spain,80,37, 43 ," 1,924,000 ","2,211,494",26,81
M. Batshuayi,Belgium,80,105, 121 ," 5,460,000 ","6,275,862",24,84
E. Zahavi,Israel,80,24, 28 ," 1,248,000 ","1,434,483",30,80
T. Vaclík,Czech Republic,80,17, 20 ," 884,000 ","1,016,092",29,81
N. Pope,England,80,48, 55 ," 2,496,000 ","2,868,966",26,83
Héctor Bellerín,Spain,80,85, 98 ," 4,420,000 ","5,080,460",23,85
P. Kadeřábek,Czech Republic,80,39, 45 ," 2,028,000 ","2,331,034",26,81
J. Butland,England,80,39, 45 ," 2,028,000 ","2,331,034",25,85
J. Vestergaard,Denmark,80,51, 59 ," 2,652,000 ","3,048,276",25,81
J. Tarkowski,England,80,56, 64 ," 2,912,000 ","3,347,126",25,83
Deulofeu,Spain,80,56, 64 ," 2,912,000 ","3,347,126",24,82
E. Dier,England,80,73, 84 ," 3,796,000 ","4,363,218",24,84
J. Murillo,Colombia,80,38, 44 ," 1,976,000 ","2,271,264",26,84
M. Badelj,Croatia,80,53, 61 ," 2,756,000 ","3,167,816",29,80
Ismaily,Brazil,80,1, 1 ," 52,000 ","59,770",28,80
N. Schulz,Germany,80,37, 43 ," 1,924,000 ","2,211,494",25,81
L. Digne,France,80,79, 91 ," 4,108,000 ","4,721,839",24,84
M. Uth,Germany,80,42, 48 ," 2,184,000 ","2,510,345",26,81
Cristian Tello,Spain,80,30, 34 ," 1,560,000 ","1,793,103",26,80
D. Vida,Croatia,80,55, 63 ," 2,860,000 ","3,287,356",29,80
L. Muriel,Colombia,80,24, 28 ," 1,248,000 ","1,434,483",27,81
V. Aboubakar,Cameroon,80,19, 22 ," 988,000 ","1,135,632",26,82
A. Oxlade-Chamberlain,England,80,94, 108 ," 4,888,000 ","5,618,391",24,85
S. Aurier,Ivory Coast,80,82, 94 ," 4,264,000 ","4,901,149",25,83
J. Matip,Cameroon,80,99, 114 ," 5,148,000 ","5,917,241",26,82
Y. Rakitskyi,Ukraine,80,1, 1 ," 52,000 ","59,770",28,80
Sergi Enrich,Spain,80,34, 39 ," 1,768,000 ","2,032,184",28,80
A. Yarmolenko,Ukraine,80,92, 106 ," 4,784,000 ","5,498,851",28,80
Hugo Mallo,Spain,80,27, 31 ," 1,404,000 ","1,613,793",27,81
André Almeida,Portugal,80,15, 17 ," 780,000 ","896,552",27,80
D. Didavi,Germany,80,44, 51 ," 2,288,000 ","2,629,885",28,80
R. Rodríguez,Switzerland,80,81, 93 ," 4,212,000 ","4,841,379",25,83
R. Pereyra,Argentina,80,65, 75 ," 3,380,000 ","3,885,057",27,80
Mario Gaspar,Spain,80,35, 40 ," 1,820,000 ","2,091,954",27,80
Maicon,Brazil,80,63, 72 ," 3,276,000 ","3,765,517",29,80
D. Blind,Netherlands,80,22, 25 ," 1,144,000 ","1,314,943",28,80
J. Zoet,Netherlands,80,16, 18 ," 832,000 ","956,322",27,83
A. Ljajić,Serbia,80,52, 60 ," 2,704,000 ","3,108,046",26,81
Canales,Spain,80,30, 34 ," 1,560,000 ","1,793,103",27,80
Iago Falqué,Spain,80,59, 68 ," 3,068,000 ","3,526,437",28,80
L. de Jong,Netherlands,80,23, 26 ," 1,196,000 ","1,374,713",27,80
Guaita,Spain,80,48, 55 ," 2,496,000 ","2,868,966",31,80
Muniain,Spain,80,31, 36 ," 1,612,000 ","1,852,874",25,83
Susaeta,Spain,80,33, 38 ," 1,716,000 ","1,972,414",30,80
S. Rudy,Germany,80,37, 43 ," 1,924,000 ","2,211,494",28,80
K. Trapp,Germany,80,61, 70 ," 3,172,000 ","3,645,977",27,81
V. Wanyama,Kenya,80,86, 99 ," 4,472,000 ","5,140,230",27,82
N. Nkoulou,Cameroon,80,50, 57 ," 2,600,000 ","2,988,506",28,80
R. Boudebouz,Algeria,80,31, 36 ," 1,612,000 ","1,852,874",28,80
Camacho,Spain,80,51, 59 ," 2,652,000 ","3,048,276",28,81
S. Ulreich,Germany,80,61, 70 ," 3,172,000 ","3,645,977",29,80
M. Musacchio,Argentina,80,85, 98 ," 4,420,000 ","5,080,460",27,80
C. Stuani,Uruguay,80,41, 47 ," 2,132,000 ","2,450,575",31,80
P. Gulácsi,Hungary,80,45, 52 ," 2,340,000 ","2,689,655",28,80
Bruno,Spain,80,39, 45 ," 2,028,000 ","2,331,034",34,80
F. Delph,England,80,120, 138 ," 6,240,000 ","7,172,414",28,80
A. Lallana,England,80,110, 126 ," 5,720,000 ","6,574,713",30,80
Marcelo,Brazil,80,64, 74 ," 3,328,000 ","3,825,287",31,80
S. Coleman,Republic of Ireland,80,97, 111 ," 5,044,000 ","5,797,701",29,80
Alexandre Pato,Brazil,80,35, 40 ," 1,820,000 ","2,091,954",28,80
Antunes,Portugal,80,27, 31 ," 1,404,000 ","1,613,793",31,80
Nacho Monreal,Spain,80,99, 114 ," 5,148,000 ","5,917,241",32,80
Beñat,Spain,80,30, 34 ," 1,560,000 ","1,793,103",31,80
A. Fernández,Argentina,80,20, 23 ," 1,040,000 ","1,195,402",32,80
K. Gameiro,France,80,45, 52 ," 2,340,000 ","2,689,655",31,80
I. Piatti,Argentina,80,13, 15 ," 676,000 ","777,011",33,80
V. Birsa,Slovenia,80,23, 26 ," 1,196,000 ","1,374,713",31,80
S. Romero,Argentina,80,91, 105 ," 4,732,000 ","5,439,080",31,80
D. Criscito,Italy,80,21, 24 ," 1,092,000 ","1,255,172",31,80
D. Valeri,Argentina,80,12, 14 ," 624,000 ","717,241",32,80
D. Sturridge,England,80,125, 144 ," 6,500,000 ","7,471,264",28,80
Raúl García,Spain,80,30, 34 ," 1,560,000 ","1,793,103",31,80
S. Defour,Belgium,80,65, 75 ," 3,380,000 ","3,885,057",30,80
M. Škrtel,Slovakia,80,68, 78 ," 3,536,000 ","4,064,368",33,80
S. Radu,Romania,80,51, 59 ," 2,652,000 ","3,048,276",31,80
G. Cahill,England,80,99, 114 ," 5,148,000 ","5,917,241",32,80
L. Diarra,France,80,75, 86 ," 3,900,000 ","4,482,759",33,80
L. Perrin,France,80,37, 43 ," 1,924,000 ","2,211,494",32,80
Dante,Brazil,80,37, 43 ," 1,924,000 ","2,211,494",34,80
A. Granqvist,Sweden,80,€ 0, -   , -   ,0,33,80
A. Gignac,France,80,70, 80 ," 3,640,000 ","4,183,908",32,80
M. Gómez,Germany,80,46, 53 ," 2,392,000 ","2,749,425",32,80
I. Akinfeev,Russia,80,1, 1 ," 52,000 ","59,770",32,80
I. Denisov,Russia,80,1, 1 ," 52,000 ","59,770",34,80
Juanfran,Spain,80,53, 61 ," 2,756,000 ","3,167,816",33,80
Diego López,Spain,80,17, 20 ," 884,000 ","1,016,092",36,80
Santi Cazorla,Spain,80,39, 45 ," 2,028,000 ","2,331,034",33,80
Jesús Navas,Spain,80,22, 25 ," 1,144,000 ","1,314,943",32,80
J. Mascherano,Argentina,80,20, 23 ," 1,040,000 ","1,195,402",34,80
A. Mirante,Italy,80,51, 59 ," 2,652,000 ","3,048,276",34,80
D. Srna,Croatia,80,27, 31 ," 1,404,000 ","1,613,793",36,80
B. Schweinsteiger,Germany,80,11, 13 ," 572,000 ","657,471",33,80
Moyá,Spain,80,26, 30 ," 1,352,000 ","1,554,023",34,80
W. Rooney,England,80,13, 15 ," 676,000 ","777,011",32,80
Fernando Torres,Spain,80,10, 11 ," 520,000 ","597,701",34,80
S. Sorrentino,Italy,80,10, 11 ," 520,000 ","597,701",39,80
V. Tsygankov,Ukraine,79,1, 1 ," 52,000 ","59,770",20,86
Rúben Dias,Portugal,79,10, 11 ," 520,000 ","597,701",21,85
David Neres,Brazil,79,18, 21 ," 936,000 ","1,075,862",21,86
Raphinha,Brazil,79,13, 15 ," 676,000 ","777,011",21,86
A. Harit,Morocco,79,27, 31 ," 1,404,000 ","1,613,793",21,86
Richarlison,Brazil,79,79, 91 ," 4,108,000 ","4,721,839",21,86
L. Martínez,Argentina,79,54, 62 ," 2,808,000 ","3,227,586",20,86
F. Kessié,Ivory Coast,79,24, 28 ," 1,248,000 ","1,434,483",21,88
Luimo Boas Santos,Brazil,79,26, 30 ," 1,352,000 ","1,554,023",30,79
Gabri Prestão,Brazil,79,24, 28 ," 1,248,000 ","1,434,483",26,79
Melvin Parrela,Brazil,79,20, 23 ," 1,040,000 ","1,195,402",30,79
Antônio Chiamuloira,Brazil,79,30, 34 ," 1,560,000 ","1,793,103",30,79
Maikel Catarino,Brazil,79,38, 44 ," 1,976,000 ","2,271,264",34,79
A. Lunev,Russia,79,€ 0, -   , -   ,0,26,81
André Silva,Portugal,79,84, 97 ," 4,368,000 ","5,020,690",22,87
C. Pulisic,United States,79,26, 30 ," 1,352,000 ","1,554,023",19,87
M. Dmitrović,Serbia,79,21, 24 ," 1,092,000 ","1,255,172",26,80
L. Tousart,France,79,43, 49 ," 2,236,000 ","2,570,115",21,84
Marcos Llorente,Spain,79,110, 126 ," 5,720,000 ","6,574,713",23,87
B. Verbič,Slovenia,79,1, 1 ," 52,000 ","59,770",24,81
S. Bergwijn,Netherlands,79,17, 20 ," 884,000 ","1,016,092",20,86
A. Diallo,France,79,43, 49 ," 2,236,000 ","2,570,115",22,86
A. Golovin,Russia,79,61, 70 ," 3,172,000 ","3,645,977",22,85
M. Campaña,Uruguay,79,21, 24 ," 1,092,000 ","1,255,172",29,80
C. Pavón,Argentina,79,27, 31 ," 1,404,000 ","1,613,793",22,85
K. Toko-Ekambi,Cameroon,79,38, 44 ," 1,976,000 ","2,271,264",25,80
Granell,Spain,79,37, 43 ," 1,924,000 ","2,211,494",29,79
F. Cervi,Argentina,79,15, 17 ," 780,000 ","896,552",24,84
J. Weigl,Germany,79,43, 49 ," 2,236,000 ","2,570,115",22,84
V. Lindelöf,Sweden,79,91, 105 ," 4,732,000 ","5,439,080",23,85
A. Rebić,Croatia,79,39, 45 ," 2,028,000 ","2,331,034",24,82
A. Sanabria,Paraguay,79,27, 31 ," 1,404,000 ","1,613,793",22,85
R. Battaglia,Argentina,79,17, 20 ," 884,000 ","1,016,092",26,80
M. Philipp,Germany,79,53, 61 ," 2,756,000 ","3,167,816",24,84
A. Saint-Maximin,France,79,31, 36 ," 1,612,000 ","1,852,874",21,86
D. Zappacosta,Italy,79,94, 108 ," 4,888,000 ","5,618,391",26,81
L. Alario,Argentina,79,67, 77 ," 3,484,000 ","4,004,598",25,82
D. Benedetto,Argentina,79,32, 37 ," 1,664,000 ","1,912,644",28,79
I. Marcone,Argentina,79,31, 36 ," 1,612,000 ","1,852,874",28,80
J. Gbamin,Ivory Coast,79,26, 30 ," 1,352,000 ","1,554,023",22,84
J. Lerma,Colombia,79,55, 63 ," 2,860,000 ","3,287,356",23,84
Ricardo Horta,Portugal,79,16, 18 ," 832,000 ","956,322",23,84
R. Zobnin,Russia,79,1, 1 ," 52,000 ","59,770",24,86
M. Meyer,Germany,79,53, 61 ," 2,756,000 ","3,167,816",22,83
Bruma,Portugal,79,48, 55 ," 2,496,000 ","2,868,966",23,83
R. Centurión,Argentina,79,25, 29 ," 1,300,000 ","1,494,253",25,81
Jonny,Spain,79,43, 49 ," 2,236,000 ","2,570,115",24,83
Otávio,Brazil,79,15, 17 ," 780,000 ","896,552",23,85
J. Hofmann,Germany,79,32, 37 ," 1,664,000 ","1,912,644",25,80
N. Aké,Netherlands,79,55, 63 ," 2,860,000 ","3,287,356",23,84
J. Hector,Germany,79,26, 30 ," 1,352,000 ","1,554,023",28,79
S. Kolašinac,Bosnia Herzegovina,79,89, 102 ," 4,628,000 ","5,319,540",25,82
G. Pizarro,Argentina,79,58, 67 ," 3,016,000 ","3,466,667",28,79
Roger,Spain,79,32, 37 ," 1,664,000 ","1,912,644",27,80
Sergio Rico,Spain,79,13, 15 ," 676,000 ","777,011",24,83
L. Milivojević,Serbia,79,56, 64 ," 2,912,000 ","3,347,126",27,81
D. Baselli,Italy,79,49, 56 ," 2,548,000 ","2,928,736",26,82
K. Rekik,Netherlands,79,26, 30 ," 1,352,000 ","1,554,023",23,83
Denis Suárez,Spain,79,120, 138 ," 6,240,000 ","7,172,414",24,86
W. Orban,Hungary,79,48, 55 ," 2,496,000 ","2,868,966",25,81
Mário Rui,Portugal,79,60, 69 ," 3,120,000 ","3,586,207",27,80
Iñigo Martínez,Spain,79,26, 30 ," 1,352,000 ","1,554,023",27,80
K. Zouma,France,79,80, 92 ," 4,160,000 ","4,781,609",23,83
Roque Mesa,Spain,79,20, 23 ," 1,040,000 ","1,195,402",29,79
J. Brooks,United States,79,44, 51 ," 2,288,000 ","2,629,885",25,84
L. Karius,Germany,79,71, 82 ," 3,692,000 ","4,243,678",25,83
Zé Luís,Cape Verde,79,1, 1 ," 52,000 ","59,770",27,80
D. Klaassen,Netherlands,79,32, 37 ," 1,664,000 ","1,912,644",25,81
M. Elyounoussi,Norway,79,48, 55 ," 2,496,000 ","2,868,966",23,85
L. Bittencourt,Germany,79,35, 40 ," 1,820,000 ","2,091,954",24,82
Sergi Darder,Spain,79,29, 33 ," 1,508,000 ","1,733,333",24,83
J. Roussillon,France,79,44, 51 ," 2,288,000 ","2,629,885",25,84
D. Demme,Germany,79,50, 57 ," 2,600,000 ","2,988,506",26,80
J. Gouweleeuw,Netherlands,79,28, 32 ," 1,456,000 ","1,673,563",26,80
M. Rojo,Argentina,79,115, 132 ," 5,980,000 ","6,873,563",28,79
J. Veretout,France,79,59, 68 ," 3,068,000 ","3,526,437",25,84
L. Kurzawa,France,79,68, 78 ," 3,536,000 ","4,064,368",25,82
G. Ramírez,Uruguay,79,41, 47 ," 2,132,000 ","2,450,575",27,79
David López,Spain,79,32, 37 ," 1,664,000 ","1,912,644",28,79
C. Tătăruşanu,Romania,79,23, 26 ," 1,196,000 ","1,374,713",32,79
A. Mandi,Algeria,79,26, 30 ," 1,352,000 ","1,554,023",26,82
D. Sidibé,France,79,61, 70 ," 3,172,000 ","3,645,977",25,80
Y. Konoplyanka,Ukraine,79,41, 47 ," 2,132,000 ","2,450,575",28,79
S. Berghuis,Netherlands,79,20, 23 ," 1,040,000 ","1,195,402",26,80
H. Vanaken,Belgium,79,27, 31 ," 1,404,000 ","1,613,793",25,81
Campaña,Spain,79,28, 32 ," 1,456,000 ","1,673,563",25,82
M. van Ginkel,Netherlands,79,98, 113 ," 5,096,000 ","5,857,471",25,80
Nolito,Spain,79,21, 24 ," 1,092,000 ","1,255,172",31,79
M. Gregoritsch,Austria,79,27, 31 ," 1,404,000 ","1,613,793",24,82
Ibai Gómez,Spain,79,31, 36 ," 1,612,000 ","1,852,874",28,79
Danilo,Brazil,79,110, 126 ," 5,720,000 ","6,574,713",26,80
R. Barkley,England,79,89, 102 ," 4,628,000 ","5,319,540",24,82
M. Ryan,Australia,79,41, 47 ," 2,132,000 ","2,450,575",26,81
Sergio León,Spain,79,32, 37 ," 1,664,000 ","1,912,644",29,79
B. Stambouli,France,79,33, 38 ," 1,716,000 ","1,972,414",27,79
J. Guilavogui,France,79,46, 53 ," 2,392,000 ","2,749,425",27,80
Sérgio Oliveira,Portugal,79,17, 20 ," 884,000 ","1,016,092",26,82
D. Caligiuri,Italy,79,33, 38 ," 1,716,000 ","1,972,414",30,79
C. Wilson,England,79,77, 89 ," 4,004,000 ","4,602,299",26,81
P. Jones,England,79,110, 126 ," 5,720,000 ","6,574,713",26,80
Borja García,Spain,79,35, 40 ," 1,820,000 ","2,091,954",27,79
Y. Belhanda,Morocco,79,65, 75 ," 3,380,000 ","3,885,057",28,79
G. Pezzella,Argentina,79,56, 64 ," 2,912,000 ","3,347,126",27,81
Jaume Costa,Spain,79,34, 39 ," 1,768,000 ","2,032,184",30,79
C. Tosun,Turkey,79,105, 121 ," 5,460,000 ","6,275,862",27,80
Escudero,Spain,79,20, 23 ," 1,040,000 ","1,195,402",28,79
Kike García,Spain,79,32, 37 ," 1,664,000 ","1,912,644",28,79
Elkeson,Brazil,79,25, 29 ," 1,300,000 ","1,494,253",28,79
Ricardo Goulart,Brazil,79,25, 29 ," 1,300,000 ","1,494,253",27,80
J. Guðmundsson,Iceland,79,61, 70 ," 3,172,000 ","3,645,977",27,79
N. Clyne,England,79,94, 108 ," 4,888,000 ","5,618,391",27,80
M. Hitz,Switzerland,79,41, 47 ," 2,132,000 ","2,450,575",30,79
De Marcos,Spain,79,27, 31 ," 1,404,000 ","1,613,793",29,79
B. Mee,England,79,58, 67 ," 3,016,000 ","3,466,667",28,79
Rafael,Brazil,79,60, 69 ," 3,120,000 ","3,586,207",27,79
Iborra,Spain,79,66, 76 ," 3,432,000 ","3,944,828",30,79
J. Wilshere,England,79,83, 95 ," 4,316,000 ","4,960,920",26,81
B. Hübner,Germany,79,39, 45 ," 2,028,000 ","2,331,034",28,79
Souza,Brazil,79,44, 51 ," 2,288,000 ","2,629,885",29,79
F. Coquelin,France,79,36, 41 ," 1,872,000 ","2,151,724",27,80
Alex Teixeira,Brazil,79,30, 34 ," 1,560,000 ","1,793,103",28,79
A. Dzagoev,Russia,79,1, 1 ," 52,000 ","59,770",28,79
I. Smolnikov,Russia,79,€ 0, -   , -   ,0,29,79
Y. M'Vila,France,79,36, 41 ," 1,872,000 ","2,151,724",28,80
K. Asamoah,Ghana,79,62, 71 ," 3,224,000 ","3,705,747",29,79
R. Zieler,Germany,79,32, 37 ," 1,664,000 ","1,912,644",29,80
D. Drinkwater,England,79,110, 126 ," 5,720,000 ","6,574,713",28,79
N. Kalinić,Croatia,79,60, 69 ," 3,120,000 ","3,586,207",30,79
Mariano,Brazil,79,57, 66 ," 2,964,000 ","3,406,897",32,79
S. Feghouli,Algeria,79,65, 75 ," 3,380,000 ","3,885,057",28,79
Adrien Silva,Portugal,79,75, 86 ," 3,900,000 ","4,482,759",29,79
Fernando,Brazil,79,57, 66 ," 2,964,000 ","3,406,897",30,79
I. Traoré,Guinea,79,34, 39 ," 1,768,000 ","2,032,184",30,79
G. Mercado,Argentina,79,19, 22 ," 988,000 ","1,135,632",31,79
N. Petersen,Germany,79,35, 40 ," 1,820,000 ","2,091,954",29,79
O. Karnezis,Greece,79,48, 55 ," 2,496,000 ","2,868,966",32,79
M. Sakho,France,79,58, 67 ," 3,016,000 ","3,466,667",28,80
Sidnei,Brazil,79,27, 31 ," 1,404,000 ","1,613,793",28,80
S. Jovetić,Montenegro,79,79, 91 ," 4,108,000 ","4,721,839",28,79
Eder,Italy,79,29, 33 ," 1,508,000 ","1,733,333",31,79
J. Hernández,Mexico,79,90, 103 ," 4,680,000 ","5,379,310",30,79
Fabricio,Spain,79,47, 54 ," 2,444,000 ","2,809,195",30,79
Kiko Casilla,Spain,79,105, 121 ," 5,460,000 ","6,275,862",31,79
Ángel,Spain,79,31, 36 ," 1,612,000 ","1,852,874",31,79
M. Schneiderlin,France,79,92, 106 ," 4,784,000 ","5,498,851",28,79
M. Fellaini,Belgium,79,120, 138 ," 6,240,000 ","7,172,414",30,79
P. Wernbloom,Sweden,79,1, 1 ," 52,000 ","59,770",32,79
D. Ospina,Colombia,79,80, 92 ," 4,160,000 ","4,781,609",29,79
S. Mignolet,Belgium,79,76, 87 ," 3,952,000 ","4,542,529",30,79
A. Begović,Bosnia Herzegovina,79,52, 60 ," 2,704,000 ","3,108,046",31,79
